text,category,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,description,category_code
"
У меня штрафы в гаи составленные коррумпированными сотрудниками полиции и судами которые их покрывают постановления полиции не соответствуют действительности да вы и сами знаете как все работает Раньше пользовался ПриватБанком исполнительная служба прислала письмо в банк счета заблокировали друг посоветовал МоноБанк при оформлении карты меня заверили что все будет хорошо в итоге все повторилось МоноБанк обманул раз обманет и два нет доверия к власти и к банкам не буду пользоваться банками вообще.
",Negative,408.0,307.0,206.0,105.0,штраф составить коррумпировать сотрудник полиция который покрывать постановление полиция соответствовать действительность знать работать ранний пользоваться приватбанк исполнительный служба прислать письмо банк счёт заблокировать друг посоветовать монобанк оформление карта заверить итог повториться монобанк обмануть обмануть доверие власть банк быть пользоваться банк вообще,3.0
"
Галімий банк!!! З усіма вихідними, Сьогодні зайшов на відділення закрити Мультивалютну картку. Директор відділення взяла заяву про закриття, карточку порубали, відправила погуляти, томущо через некомпетентність одразу немогла сказати скільки там боргу, і чи взагалі він там є? Зателефонувала через 5 годин сказала що я повинен заплатити 500 грн., це штраф, і річна плата за користування. Питання: то для чого я її порубав, якщо з мене за рік наперед беруть 365 грн, + штраф150 грн. Тут або штраф 150 грн і закриття картки, або користування і плата 365 грн. Ще через дві години я передзвонив їй, то вона вже каже що я винен тільки 365 грн. 3 п’ятниці на тиждень у цієї жіночки, звуть Катерина Василівна! Начальник відділення у Чернівцях по вул. Хотинській Епіцентр. Питання в тому, що я клієнт банку, і якби оця некомпетентна особа, одразу подивилась на рахунок і сказала що я повинен Обов’язково заплатити 365 грн і користуватись ще рік, я б картку не ліквідовував, а тепер я повинен заплатити 365 грн, За те що я свою картку ліквідував. Такі працівники як Катерина Василівна кидають п’ятно на Таскомбанк, людина некомпетентна
",Negative,409.0,308.0,207.0,106.0,галімити банк увесь вихідний сьогодні зайти відділення закрити мультивалютний картка директор відділення взяти заява закриття карточка порубати відправити погуляти томущо некомпетентність одразу немогти сказати скільки борг взагалі бути зателефонувати година сказати повинний заплатити штраф річний плата користування питання порубати якщо ріка наперед брати штраф штраф закриття картка користування плата година передзвонити вона казати винний тільки п’ятниций тиждень жіночка звати катерина василівна начальник відділення чернівці хотинський епіцентр питання клієнт банка якби оцей некомпетентний особа одразу подивитися рахунок сказати повинний обов’язково заплатити користуватися ріка картка ліквідовувати тепер повинний заплатити картка ліквідувати такий працівник катерина василівна кидати п’ятно таскомбанк людина некомпетентний,3.0
"
Хотів отримати кешбек і купили за допомогою їх картки квитки на літак. Мало того, що вони кешбеку ніякого не нарахували, хоча всі умови були виконані так ще шахраї на 40 грн більше списалось за квитки. Оплата на сайті віззаір в гривні. Я викинув ії картку. Банк Банкрут в подальшому… в підтримці «послали» мене культурно і ми нічого не знаємо… це іх відповідь… Процесинговий центр в банку неправильно працює. з таким ставленням клієнтів там не буде… і вам не раджу з ними мати справу.
",Negative,410.0,309.0,208.0,107.0,хотіти отримати кешбек купити допомога вони картка квиток літак мало вони кешбек ніякий нарахувати хоча весь умова бути виконаний шахрай більше списатися квиток оплата сайт віззаір гривня викинути картка банк банкрут подальшому… підтримка «послали» культурно нічого знаємо… відповідь… процесинговий центр банка неправильно працювати такий ставлення клієнт буде… радити вони мата справа,3.0
"
В июле месяце 2019 года погиб держатель карты монобанка. В январе месяце я вступила в наследственные права и попросила банк предоставить мне деталировку движения средств по карте заёмщика наследницей которого я являюсь. Банк ограничивается отписками в стиле того что дают справку о задолженности. И только когда я попросила розширинную деталировку на ней стало видно что банк снимал средства ещё на протяжении 3 месяцев после смерти держателя карты. Хотя я на второй день после смерти его ходила в банк и писала заяву о блокировке карточки. Банк отказывает мне как наследнице в предоставлении информации о движении средств после смерти держателя карты. То есть деньги списывались с мертвого человека. Не хотят предоставить розшифровку платежей после его гибели ссылаясь на банковскую тайну, хотя по факту я как правопреемница имею право знать за что и какую сумму я буду возвращать банку. То есть сказали с вас… Грн. Когда я прошу мне показать откуда эта сумма мне говорят что не покажем. Самое обидное что я готова оплатить задолженность возникшую на дату смерти. Но банк не готов мне ее продемонстрировать и ещё и списывает средства с мертвого человека.
",Negative,411.0,310.0,209.0,108.0,июль месяц погибнуть держатель карта монобанк январь месяц вступить наследственный право попросить банк предоставить деталировка движение средство карта заёмщик наследница который являться банк ограничиваться отписка стиль давать справка задолженность попросить розширинный деталировка стать видно банк снимать средство протяжение месяц смерть держатель карта хотя второй день смерть ходить банк писать заява блокировка карточка банк отказывать наследница предоставление информация движение средство смерть держатель карта деньга списываться мёртвый человек хотеть предоставить розшифровка платёж гибель ссылаться банковский тайна хотя факт правопреемница иметь право знать какой сумма быть возвращать банк сказать вас… просить показать откуда этот сумма говорить показать самый обидный готовый оплатить задолженность возникнуть дата смерть банк готовый продемонстрировать списывать средство мёртвый человек,3.0
"
Самый ужасный банк, в майле на много вопросов не отвечают.Сегодня стал свидетелем, как у друга украли с карты 20 тысяч грн и они предложили обратиться в полицию.Даже ничего не объяснили
",Negative,412.0,311.0,210.0,109.0,самый ужасный банк майле вопрос отвечать сегодня стать свидетель друг украсть карта тысяча предложить обратиться полиция даже объяснить,3.0
"
Я подала документы для карты через приложение, жду подтверждения уже неделю. С чем это может быть связано или как отменить запрос ??(еще не исполнилось 16)
",Negative,413.0,312.0,211.0,110.0,подать документ карта приложение ждать подтверждение неделя связать отменить запрос исполниться,3.0
"
Товарищи Гороховский, Дубилет и Бондаренко вновь отличились искрометным чувством юмора, которое, безусловно, отлично подходит для хайпа — и абсолютно неуместно в любом адекватном банке.
Боюсь представить с какого бодуна было решено последовать стопами PornHub'а, маркетинг которого целиком и полностью основан на такого рода хайпах, но предлагать клиентам кешбек на конкретные порнографические ресурсы… снимаю шляпу, дно пробито. А ведь еще недавно «ачивки» казались верхом инфантилизма…
Статья 301 ККУ вам в помощь.
",Negative,414.0,313.0,212.0,111.0,товарищ гороховский дубилет бондаренко вновь отличиться искромётный чувство юмор который безусловно отлично подходить хайп абсолютно неуместно любой адекватный банк бояться представить какой бодун решить последовать стоп pornhub' маркетинг который целиком полностью основать такой хайпах предлагать клиент кешбек конкретный порнографический ресурсы… снимать шляпа пробить недавно «ачивки» казаться верхом инфантилизма… статья помощь,3.0
"
Відкрита інформація про користування картки, якщо маєте неоплачений будь-який штраф, чи маєте мізерну заборгованість картка та доступ до вашиш особистих коштів буде заблоковано без вашого відома чи (згоди) варіанти для рішення проблеми не надаються, вас ніхто небуде про це інформувати, банк зливає інформацію картки постороннім установам, не ведеться на то що предлагає банк, *** повне!!!
",Negative,415.0,314.0,213.0,112.0,відкритий інформація користування картка якщо мати неоплачений бути який штраф мати мізерний заборгованість картка доступ вашити особистий кошт бути заблокувати відомий згода варіант рішення проблема надаватися ніхто небути інформувати банк зливати інформація картка посторонній установа вестися предлагати банк повня,3.0
"
Я оформила кредитну карту Велика п'ятірка з лімітом 30000. В результаті прийшов ліміт 1000. При моїй хорошій кредитній історії і зарплаті. Питання для чого така кредитка? На сайті пише одне а в результаті інше!
",Negative,416.0,315.0,214.0,113.0,оформити кредитний карта великий п'ятірка ліміт результат прийти ліміт хороший кредитний історія зарплата питання такий кредитка сайт писати один результат інший,3.0
"
Банк раздает инфу о счетах направо и налево третьим лицам. Не рекомендую сотрудничать.
",Negative,417.0,316.0,215.0,114.0,банк раздавать счёт направо налево третий лицо рекомендовать сотрудничать,3.0
"
В мене з балансу було списано невелику суму коштів. Перевірив виписку — немає транзакцій. 
Звернувся до агента підтримки у лайв-чаті, мені відповіли, що потрібно 5 хвилин для з'ясування обставин. Потім минуло близько 30-40 хвилин, підтримка впала на мороз та взагалі перестала мені відповідати, я писав їм багато разів — не отримав жодної відповіді!!! Чому я не отримую допомоги?? Альфа-банк, ваші агенти сплять на роботі!
",Negative,418.0,317.0,216.0,115.0,баланс бути списати невеликий кошт перевірити виписка немає транзакція звернутися агент підтримка лайва відповісти потрібно хвилина з'ясування обставина потім минути близько хвилина підтримка впалий мороз взагалі перестати відповідати писати їсти багато отримати жодний відповідь чома отримувати допомога альфа банк агент спати робот,3.0
"
Ні кому не рекомендую альфа банк. Там працюють за принципом — даю кредити всім, а потім погрожую фізичною розправою. Мені телефонували з номеру 0949287227 і погрожували фізичною розправою моіх дітей！！！Я не клієнт банку, і не позичальник. 
Буду консультуватися зі своім адвокатом.
P.S. Я уявляю, яка там вакханалія з депозитами:)
",Negative,419.0,318.0,217.0,116.0,кома рекомендувати альфа банк працювати принцип давати кредит весь потім погрожувати фізичний розправа телефонувати номер погрожувати фізичний розправа моій дітей！！！я клієнт банка позичальник буда консультуватися своий адвокат уявляти який вакханалія депозит,3.0
"
технічний відділ не справляється з своїми обов'язками
",Negative,420.0,319.0,218.0,117.0,технічний відділ справлятися свій обов'язок,3.0
"
Крайне возмутительная ситуация с монобанком!
Я две недели ждал денег, монобанк совершенно не реагировал на меня. Только одно и то же «Ожидайте, обрабатываем»
Я начал жаловаться, они дали ответ 
«Нам действительно жаль, что произошла такого рода ситуация. Банки проверяют абсолютно все платежи, которые зачисляются на счета клиентам. Проверка прошла успешно, средства были зачислены.»

Внимание на последнее предложение. «Проверка прошла успешно, средства были зачислены»
Это наглый ОБМАН! Деньги мне на карте «нарисовали» а снять я их не могу. Банк ответил на почту, шаблонной фразой «Ожидайте, проверка продолжается» Так как же так? Банк же написал «Проверка прошла успешно» где логика, простите меня? Что там в банке вообще творится? 
Чтобы я не скандалил, нарисовали мне деньги на балансе и написали что «все прошло успешно» а сами дальше крутят моими деньгами? Дайте мне их снять, вы же написали «проверка прошла успешно» это что за издевательство над клиентами?
",Negative,421.0,320.0,219.0,118.0,крайне возмутительный ситуация монобанк неделя ждать деньга монобанк совершенно реагировать один «ожидать обрабатываем» начать жаловаться дать ответ действительно жаль произойти такой ситуация банк проверять абсолютно платёж который зачисляться счёт клиент проверка пройти успешно средство зачислить внимание последний предложение «проверка пройти успешно средство зачислены» наглый обман деньга карта «нарисовали» снять мочь банк ответить почта шаблонный фраза «ожидать проверка продолжается» банк написать «проверка пройти успешно» логика простить банк вообще твориться скандалить нарисовать деньга баланс написать «все пройти успешно» далёкий крутить деньга дать снять написать «проверка пройти успешно» издевательство клиент,3.0
"
Сегодня ко мне пришел спам:
=======
Анна приглашает Вас в Monobank!
Активируйте карту, и вы оба получите по 50.00 грн. на счет кешбэка
Monobank – мобільний банк (http://bit.ly/32ZgL4l)
З Monobank життя стає простішим та веселішим — рекомендую
Нажмите на синюю кнопку ниже, чтобы активировать вашу учетную запись Monobank.
=====
Вообще-то я не особо люблю спамы.
Для информации погуууглил про этот банк.
Нашел сайт: https://www.monobank.com.ua/
Сначала возникло какое-то приглашение. Остановил, перегрузил.
Возник как бы сайт банка. Но!
Сайт открывался почему-то частями вниз.
Куча каких-то картинок (медленно всплывающих).
(ИМХО: Не люблю такие сайты).
После нескольких прокруток я вдруг заметил, что мой компьютер вошел в «молочение винчестера». Другие окна заблокировались. Клавиатура заблокировалась. Ё-моё!!! Нуегонафиг!!!
Я тормознул процесс кнопкой «Reset» и перегрузился (два раза).
С мыслей: «- Спасибо, ребята!»
Потом решил погуууглить отзывы. Наткнулся на эту страничку.
Почитал. Как говорится: достаточно. С той же мыслей: «- Спасибо, ребята!». И ухожу дальше (мимо).
",Negative,422.0,321.0,220.0,119.0,сегодня прийти спам анна приглашать monobank активировать карта получить счёт кешбэк monobank мобільний банк http monobank життить стає простінуть веселінуть рекомендовать нажать синий кнопка ниже активировать учётный запись monobank вообще особо любить спама информация погуууглить банк найти сайт https monobank сначала возникнуть какой приглашение остановить перегрузить возникнуть сайт банк сайт открываться почему часть вниз куча какой картинка медленно всплывать имхо любить такой сайт несколько прокрутка заметить компьютер войти «молочение винчестера» другой окно заблокироваться клавиатура заблокироваться нуегонафиг тормознуть процесс кнопка «reset» перегрузиться мысль спасибо ребята решить погуууглить отзыв наткнуться страничка почитать говориться достаточно мысль спасибо ребята уходить далёкий мимо,3.0
"
Была неприятно удивлена тем, что банк позволяет списывать со счёта клиента деньги по всем запросам терминалов на оплату проезда в общественном транспорте. Деньги списываются даже за ложные запросы, по которым на терминале высветился красный крестик и билет не был выдан!!! Так за 5 реальных поездок в транспорте я заплатила 7 раз. В банке морозятся, говорят, мы хорошие, все вопросы к перевозчикам. Получается банк НЕ ГАРАНТИРУЕТ сохранность денег клиента и позволяет их списывать по любому запросу в неограниченном количестве. Такого бардака я ещё не видела!
",Negative,423.0,322.0,221.0,120.0,неприятно удивить банк позволять списывать счёт клиент деньга весь запрос терминал оплата проезд общественный транспорт деньга списываться ложный запрос который терминал высветиться красный крестик билет выдать реальный поездка транспорт заплатить банк морозиться говорить хороший вопрос перевозчик получаться банк гарантировать сохранность деньга клиент позволять списывать любой запрос неограниченный количество такой бардак видеть,3.0
"
Інцидент, який примусив замислитись. 22.01 при знятті готівки з картки монобанку через банкомат Аваль, трапилась поширена останнім часом проблема. Кошти з балансу були зняті, а банкомат кошти не видав. З'явилось повідомлення про поломку. Одраху зв'язався з банком Аваль, котрі порадили повідомити монобанк про проблему для відміни оплати та очікувати інкасації банкомату для виявлення не виданих коштів. Служба підтримки мене вислухала, проблему ніби зафіксували. Далі ми чекаємо повернення коштів від Авалю та відміни платежа на протязі 13 днів. Біля 10 днів очікування, на мої питання про стан вирішення проблеми — отримував копіпасти одного й того ж тексту з очікування та гадання мені інформації в разі її появи. Оскільки я клієнт банку Аваль, де отримую з/п, то так чи інакше буваю в відділенні досить часто. Вирішив (оскільки був певен в їх непорядності) вияснити ситуацію в них, де отримав відповідь, що монобанку не подавав абсолютно ніяких заяв чи заперечень чи будь-чого на рахунок оплати і тому (що логічно в принципі) вони не можуть відмінити оплату про помилковість якої навіть не знають. Телефонуємо на гарячу лінію монобанку. Оператор гаряче розповідає мені про очікування відміни оплати від райффайзен. На мій аргумент про відсутність скарги, та неповідомляння банку аваль просить хвилинку для уточнення інформації.
Так, дійсно. БАчу кошти вже переведені безповоротно — втішує мене. На питання які наступні дії, обіцяє скаргу в платіжну систему та розгляд 60 днів. Питаю навіщо ускладнювати так ситуацію, якщо аваль готовий був повернути кошти. Не дозволяє регламент. ОК. Прошу надати мені номер вхідної заяви, або скарги або щось інше, для впевнення в фіксації моєї проблеми — номерація не ведеться, такої інформації надати мені не можуть. Прошу адресу для написання письмової заяви або рекомендованого листа для тої ж фіксації скарги… на жаль регламент…
П.С. НІчого поганого про послуги чи їх якість в банку Монобанк сказати не можу, оскільки крім цієї ситації нюансів не було. Але в майбутньому обираючи між кешбеком та безпекою власних коштів — оберу друге. Дякую за увагу.
",Negative,424.0,323.0,222.0,121.0,інцидент який примусити замислитися зняття готівка картка монобанка банкомат аваль трапитися поширений останній проблема кошт баланс бути знятий банкомат кошт видати з'явитися повідомлення поломка одрах зв'язатися банк аваль котрий порадити повідомити монобанк проблема відмінити оплатити очікувати інкасація банкомат виявлення виданий кошт служба підтримка вислухати проблема ніби зафіксувати далі чекати повернення кошт аваль відмінити платіж протяг дніти біля дніти очікування питання стан вирішення проблема отримувати копіпасти один текст очікування гадання інформація поява оскільки клієнт банка аваль отримувати інакше бувати відділення досить часто вирішити оскільки бути певний вони непорядність вияснити ситуація вони отримати відповідь монобанка подавати абсолютно ніякий заява заперечення бути рахунок оплатити логічно принцип вони могти відмінити оплата помилковість який навіть знати телефонувати гарячий лінія монобанка оператор гарячий розповідати очікування відмінити оплатити райффайзен аргумент відсутність скарга неповідомляння банка аваль просити хвилинка уточнення інформація дійсно бачити кошт переведений безповоротно втішувати питання який наступний обіцяти скарга платіжний система розгляд дніти питати навіщо ускладнювати ситуація якщо аваль готовий бути повернути кошт дозволяти регламент просити надати номер вхідний заявити скарга щось інший впевнення фіксація проблема номерація вестися такий інформація надати могти просити адреса написання письмовий заявити рекомендований лист фіксація скарги… жаль регламент… нічого поганий послуга вони якість банка монобанк сказати могти оскільки крім ситацій нюанс бути майбутній обираючи кешбек безпека власний кошт обрати другий дякувати увага,3.0
"
01.03.2020 р. встановлено додаток, заповнено усі дані та надіслано документи на оформлення картки, але протягом 4 днів заявка надалі в опрацюванні.
Які подальші дії?
",Negative,425.0,324.0,223.0,122.0,встановити додаток заповнити увесь даний надіслати документ оформлення картка протяг дніти заявка надаль опрацювання який подальший,3.0
"
У кредитному договорі є не лише обовязки клієнта, але і зобовязання банку. Інформування клієнта про зміни у роботі банка чий обовязок? У жовтні місяці 2019 року закрили Сімплмані, в якому я взяла кредит у грудні 2018. Жовтень, листопад, грудень я вношу обовязкові платежі на реквізити Сімплмані, а виявляється Альфа уже є власником мого кредиту. У січні, 10 числа, вношу платіж на реквізити Сімплмані, усе вчасно квитанції є. Наступного дня, 11, мій банк повертає платіж, як забракований. Я: невже я виплатила кредит і не замітила? Може щось із реквізитами? Що сталось? Дзвоню на телефони у договорі — тиша, телефони не робочі. В цей час розпочинається шоу. СМС від незнайомого номеру зі змістом, що я шахрай, і подзвоніть«альфа». Хто такий альфа? Чоловік каже, це таке силове управління є, може якесь «поганяло» і це бандюки? У мене пішло 5 днів на особисте розслідування, поки я вийшла на банк Альфа, співробітниця по телефону продиктувала ub рахунок, створити новий платіж і заплатити. За цей час я виявилась винною Альфа 200 грн. За що? Хто мене мав повідомити, що банк закрили і реквізити не ті? Від жовтня? Ні листа, ні смс, ні на електронку, нічого. У договорі сказано, що штраф у випадку, коли я не внесла гроші, але я ВНЕСЛА! І мене є квитанції і скріни з додатку. Тепер мене футболяють від Альфа до Укрколект, і мої квитанції не беруть до уваги. Якщо я взяла кредит 5 тисяч, а віддаю 15 тисяч, то невже не можна мені за ці кошти надіслати вчасно лист про зміну банку? Да, і тепер Альфа вже хоче не 200 грн, а 400.
",Negative,426.0,325.0,224.0,123.0,кредитний договір бути лише обовязка клієнт зобовязання банка інформування клієнт змінити робот банка обовязка жовтень місяць закрити сімплмана який взяти кредит грудний жовтень листопад грудень вносити обовязковий платіж реквізит сімплмана виявлятися альфа бути власник кредит січний число вносити платіж реквізит сімплмана вчасно квитанція бути наступний день банк повертати платіж забракований невже виплатити кредит замітити може щось реквізит статися дзвонити телефон договір тиша телефон робочий розпочинатися незнайомий номер зміст шахрай подзвоніть«альфа» такий альфа чоловік казати такий силовий управління може якийсь «поганяло» бандюк піти дніти особистий розслідування поки вийти банк альфа співробітниця телефон продиктувати рахунок створити новий платіж заплатити виявитися винний альфа мати повідомити банк закрити реквізит жовтень лист електронку нічого договір сказати штраф випадок коли внести гріш внести бути квитанція скрін додаток тепер футболяти альфа укрколект квитанція брати увага якщо взяти кредит тисяча віддавати тисяча невже можна кошт надіслати вчасно лист зміна банка тепер альфа хотіти,3.0
"
2 Декабря был заблокирован счет и получил письмо от финмониторинга монобанка с просьбой предоставить документы о происхождении средств, предоставил около трёх десятка документов, в ответ получил сообщения о том что документы будут проверены и оповестят меня. 
На мои вопросы когда будет окончена проверка в ответ лишь только «ожидайте мы вас уведомим», хотя счет был заблокирован финмониторингом и максимальный срок блокировки 30 дней, но монобанк в отзыве ( https://minfin.com.ua/company/monobank/review/135559/ ) утверждал что они вправе приостановить завершение перевода на время не более чем 90 дней. Но вот 90 дней прошло, а мой счёт всё так же заблокирован, почему не выполняются и нарушаются сроки? Максимум 90 дней, но они уже прошли. На письма финмониторинг отвечает только «Проверка не окончена. По её результаты мы вас уведомим в ответном письме».
",Negative,427.0,326.0,225.0,124.0,декабрь заблокировать счёт получить письмо финмониторинг монобанк просьба предоставить документ происхождение средство предоставить около десятка документ ответ получить сообщение документ быть проверить оповестить вопрос окончить проверка ответ лишь «ожидать уведомим» хотя счёт заблокировать финмониторинг максимальный срок блокировка день монобанк отзыв https minfin company monobank review утверждать вправе приостановить завершение перевод время день день пройти счёт заблокировать почему выполняться нарушаться срок максимум день пройти письмо финмониторинг отвечать «проверка окончить результат уведомить ответный письме»,3.0
"
Сам себе убрал кредит в ноль. Завтра у сына день рождения и решил вернуть кредит на 500 грн. Пришёл отказ. Причина — какая то скоринговая программа сама принимает решение. Оператор предложил активнее пользоваться кредитной картой. На вопрос, как я могу пользоваться активнее если на КРЕДТНОЙ карте нет КРЕДИТНОГО лимита ответил уклончиво, мол пользуйтесь собственными средствами. Так собственными я могу и без карты пользоваться. Вывод: какой-то не дружелюбный банк.
",Negative,428.0,327.0,226.0,125.0,убрать кредит ноль завтра день рождение решить вернуть кредит прийти отказ причина скоринговый программа принимать решение оператор предложить активный пользоваться кредитный карта вопрос мочь пользоваться активный кредтной карта кредитный лимит ответить уклончиво пользоваться собственный средство собственный мочь карта пользоваться вывод какой дружелюбный банк,3.0
"
Хотел бы предостеречь потенциальных клиентов этой шаражкиной конторы. К сожалению не решил прочитать отзывы перед тем как выбрал этот банк в качестве для получения средств. Постараюсь детально описать весь кейс, чтобы люди понимали насколько безответсвенно и легкомысленно банк относится к своим клиентам. 
Итак:
6 Февраля
Я получил зарплату за долгосрочный проект на своей счет. Сумма превышала 150 тыс. гривен. Я отдавал себе отчет в том что деньги могут быть задержаны банком на какой-то срок для проверки. Так и случилось.
Для разблокировки своего счета, на минуточку, я предоставил чеки отправителей, контракты о трудоустройстве, скриншоты моего профиля в рабочей соц сети, примеры моих работ, отзывы, выписку с другого банка, скриншот из моих сторонних ресурсов на которых я держу свои инвестиции. Плюс ко всему чуть ли не обьяснительную составил на тему, почему я распоряжаюсь своими средствами именно так. Все это время, деньги на моем счету заморожены, несмотря на то, что в других банках дают время на вывод средств в подобных ситуациях. 
В общем что у меня есть на данный момент? 
23 Февраля. Мой счет все еще заморожен. До сих пор проверяют…
Когда у этих мошенников уже просто не осталось позиций по которым можно было бы оставить мои средства себе. Они просто перестали мне отвечать. Раз в 3-4 дня на мои сообщения мне приходит ответ от бота из серии
«Мы делаем все возможное. С вами свяжутся»
После того как я предоставил все возможные документы, я не понимаю на каких основаниях мои средства все еще заморожены и буду подавать в суд, а так же писать в НБУ. В добавок ко всему я не успокоюсь пока не получу компенсацию за потраченное время.
",Negative,429.0,328.0,227.0,126.0,хотеть предостеречь потенциальный клиент шаражкина контора сожаление решить прочитать отзыв выбрать банк качество получение средство постараться детально описать весь кейс человек понимать насколько безответсвенный легкомысленно банк относиться свой клиент итак февраль получить зарплата долгосрочный проект свой счёт сумма превышать гривна отдавать отчёт деньга мочь задержать банк какой срок проверка случиться разблокировка свой счёт минуточка предоставить отправитель контракт трудоустройство скриншот профиль рабочий сеть пример работа отзыв выписка другой банк скриншот сторонний ресурс который дерзить свой инвестиция плюс весь обьяснительный составить тема почему распоряжаться свой средство именно время деньга счёт заморозить несмотря другой банк давать время вывод средство подобный ситуация общий данный момент февраль счёт заморозить пора проверяют… этот мошенник просто остаться позиция который оставить средство себя просто перестать отвечать день сообщение приходить ответ серия делать возможный свяжутся» предоставить возможный документ понимать какой основание средство заморозить быть подавать писать добавка весь успокоиться пока получить компенсация потратить время,3.0
